able unable
unselfconsciousness self-consciousness
sensibility insensibility
waking sleeping
unconsciousness consciousness
insensibility sensibility
sleeping waking
certainty uncertainty
uncertainty certainty
attention inattention
attentiveness inattentiveness
inattention attention
inattentiveness attentiveness
experience inexperience
analysis synthesis
synthesis analysis
inwardness outwardness
outwardness inwardness
convergent_thinking divergent_thinking
divergent_thinking convergent_thinking
comprehension incomprehension
incomprehension comprehension
particular general
specific general
general particular
general specific
conception misconception
type antitype
antitype type
convergence divergence
convergency divergency
divergence convergence
divergency convergency
beginning end
beginning middle
middle beginning
middle end
end beginning
end middle
pleasure_principle reality_principle
reality_principle pleasure_principle
misconception conception
yang yin
yin yang
figure ground
ground figure
belief unbelief
apophatism cataphatism
apophatism doctrine_of_analogy
cataphatism apophatism
cataphatism doctrine_of_analogy
doctrine_of_analogy apophatism
doctrine_of_analogy cataphatism
formalism imitation
imitation formalism
internationalism nationalism
internationalism nationalism
monism pluralism
multiculturalism nationalism
nationalism internationalism
nationalism multiculturalism
nationalism internationalism
pluralism monism
environmentalism hereditarianism
hereditarianism environmentalism
unbelief belief
enlightenment unenlightenment
inexperience experience
unenlightenment enlightenment
closed_interval open_interval
open_interval closed_interval
eugenics dysgenics
dysgenics eugenics
atomism holism
holism atomism
wave_theory corpuscular_theory
wave_theory_of_light corpuscular_theory_of_light
corpuscular_theory wave_theory
corpuscular_theory_of_light wave_theory_of_light
classicism Romanticism
Romanticism classicism
descriptive_linguistics prescriptive_linguistics
prescriptive_linguistics descriptive_linguistics
Arianism Athanasianism
Athanasianism Arianism
partiality impartiality
unfairness fairness
impartiality partiality
fairness unfairness
tolerance intolerance
broad-mindedness narrow-mindedness
intolerance tolerance
narrow-mindedness broad-mindedness
respect disrespect
disrespect respect
reverence irreverence
irreverence reverence
orthodoxy unorthodoxy
conformity nonconformity
conformism nonconformism
unorthodoxy orthodoxy
nonconformity conformity
nonconformism conformism
dovishness hawkishness
hawkishness dovishness
atheism theism
theism atheism
monotheism polytheism
polytheism monotheism
recto verso
verso recto
snail_mail e-mail
snail_mail electronic_mail
snail_mail email
electronic_mail snail_mail
e-mail snail_mail
email snail_mail
antonym synonym
plural singular
singular plural
synonym antonym
nominative oblique
oblique nominative
construction misconstruction
misconstruction construction
proper_noun common_noun
common_noun proper_noun
flashback flash-forward
flash-forward flashback
trade_edition text_edition
text_edition trade_edition
software hardware
object_program source_program
source_program object_program
euphemism dysphemism
dysphemism euphemism
air_mail surface_mail
surface_mail air_mail
hospitality inhospitality
inhospitality hospitality
pro con
con pro
intervention nonintervention
interference noninterference
nonintervention intervention
noninterference interference
approval disapproval
approbation disapprobation
encouragement discouragement
disapproval approval
disapprobation approbation
truth falsehood
direct_evidence circumstantial_evidence
circumstantial_evidence direct_evidence
particular universal
particular_proposition universal_proposition
universal particular
universal_proposition particular_proposition
categorem syncategorem
categoreme syncategoreme
syncategorem categorem
syncategoreme categoreme
falsehood truth
overstatement understatement
understatement overstatement
indication contraindication
contraindication indication
Arabic_numeral Roman_numeral
Roman_numeral Arabic_numeral
superscript subscript
subscript superscript
uppercase lowercase
lowercase uppercase
fixed-width_font proportional_font
proportional_font fixed-width_font
modern old_style
old_style modern
tonality atonality
atonality tonality
artificial_language natural_language
multidimensional_language one-dimensional_language
one-dimensional_language multidimensional_language
stratified_language unstratified_language
unstratified_language stratified_language
natural_language artificial_language
comedy tragedy
tragedy comedy
monophony polyphony
monophonic_music polyphonic_music
polyphony monophony
polyphonic_music monophonic_music
preparation resolution
resolution preparation
augmentation diminution
diminution augmentation
terseness verboseness
verboseness terseness
vowel consonant
consonant vowel
stop_consonant continuant_consonant
continuant_consonant stop_consonant
indirect_discourse direct_discourse
direct_discourse indirect_discourse
agreement disagreement
disagreement agreement
question answer
answer question
affirmative negative
yes no
yea nay
negative affirmative
no yes
nay yea
persuasion dissuasion
dissuasion persuasion
discouragement encouragement
beginning ending
ending beginning
embarrassment disembarrassment
disembarrassment embarrassment
failure success
success failure
birth death
live_birth stillbirth
appearance disappearance
egress ingress
emersion immersion
ingress egress
immersion emersion
rise fall
disappearance appearance
death birth
decrease increase
increase decrease
gravitation levitation
levitation gravitation
fall rise
high_tide low_tide
low_tide high_tide
ebbtide flood_tide
flood_tide ebbtide
neap_tide springtide
springtide neap_tide
waxing waning
waning waxing
strengthening weakening
weakening strengthening
fall rise
cross-fertilization self-fertilization
allogamy autogamy
self-fertilization cross-fertilization
autogamy allogamy
cross-pollination self-pollination
self-pollination cross-pollination
dextrorotation levorotation
levorotation dextrorotation
rise fall
victory defeat
defeat victory
aphrodisia anaphrodisia
anaphrodisia aphrodisia
pleasure pain
pleasantness unpleasantness
pain pleasure
unpleasantness pleasantness
liking dislike
inclination disinclination
friendliness unfriendliness
approval disapproval
Anglophilia Anglophobia
philogyny misogyny
dislike liking
disinclination inclination
Anglophobia Anglophilia
unfriendliness friendliness
disapproval approval
gratitude ingratitude
ingratitude gratitude
concern unconcern
unconcern concern
pride humility
humility pride
levity gravity
gravity levity
agitation calmness
calmness agitation
fear fearlessness
diffidence confidence
fearlessness fear
confidence diffidence
happiness sadness
joy sorrow
euphoria dysphoria
cheerfulness cheerlessness
contentment discontentment
satisfaction dissatisfaction
sadness happiness
sorrow joy
cheerlessness cheerfulness
discontentment contentment
dysphoria euphoria
dissatisfaction satisfaction
hope despair
hopefulness hopelessness
optimism pessimism
despair hope
hopelessness hopefulness
pessimism optimism
love hate
benevolence malevolence
beneficence maleficence
hate love
misogyny philogyny
malevolence benevolence
maleficence beneficence
good_humor ill_humor
ill_humor good_humor
eating_apple cooking_apple
cooking_apple eating_apple
skim_milk whole_milk
whole_milk skim_milk
generic varietal
generic_wine varietal_wine
varietal generic
varietal_wine generic_wine
aged young
young aged
brave timid
timid brave
dead living
living dead
initiate uninitiate
uninitiate initiate
fauna flora
defense prosecution
prosecution defense
offense defense
offence defence
defense offense
defence offence
clergy laity
laity clergy
poor_people rich_people
poor rich
rich_people poor_people
rich poor
nonsingular_matrix singular_matrix
singular_matrix nonsingular_matrix
alignment nonalignment
nonalignment alignment
capitalism socialism
market_economy non-market_economy
non-market_economy market_economy
socialism capitalism
friendly hostile
hostile friendly
day_school boarding_school
boarding_school day_school
day_school night_school
night_school day_school
flora fauna
civil_law international_law
international_law civil_law
head rear
rear head
here there
there here
apex antapex
antapex apex
apogee perigee
apoapsis periapsis
point_of_apoapsis point_of_periapsis
aphelion perihelion
apojove perijove
aposelene periselene
apolune perilune
ascending_node descending_node
node antinode
antinode node
foot head
descending_node ascending_node
front rear
inside outside
inside outside
leeward windward
maximum minimum
minimum maximum
nadir zenith
windward leeward
outside inside
outside inside
periapsis apoapsis
point_of_periapsis point_of_apoapsis
perigee apogee
perihelion aphelion
perijove apojove
periselene aposelene
perilune apolune
right left
left right
back front
front back
rear front
rural_area urban_area
head foot
urban_area rural_area
zenith nadir
slave_state free_state
free_state slave_state
incentive disincentive
disincentive incentive
abience adience
adience abience
ascent descent
closed_chain open_chain
descent ascent
distributary tributary
tributary distributary
highland lowland
high_sea territorial_waters
international_waters territorial_waters
inessential essential
lowland highland
natural_depression natural_elevation
natural_elevation natural_depression
essential inessential
open_chain closed_chain
territorial_waters high_sea
territorial_waters international_waters
cacodemon eudemon
eudemon cacodemon
adult juvenile
captor liberator
female male
juvenile adult
leader follower
male female
nonreligious_person religious_person
nonworker worker
religious_person nonreligious_person
worker nonworker
nondrinker drinker
defendant plaintiff
achiever loser
acquaintance stranger
acquaintance stranger
antagonist agonist
agonist antagonist
friend foe
amateur professional
ancestor descendant
aunt uncle
bad_egg good_egg
bad_guy good_guy
bad_person good_person
bear bull
borrower lender
brother sister
bull bear
child parent
citizen noncitizen
civilian serviceman
classicist romanticist
clergyman layman
conservative liberal
conformist nonconformist
nonconformist conformist
Nonconformist Anglican
Anglican Nonconformist
creditor debtor
daughter son
girl boy
debtor creditor
descendant ancestor
dove hawk
draftee volunteer
drinker nondrinker
driver nondriver
egalitarian elitist
elitist egalitarian
emotional_person unemotional_person
employee employer
employer employee
expert_witness lay_witness
extrovert introvert
father mother
male_parent female_parent
fat_person thin_person
female_aristocrat male_aristocrat
female_offspring male_offspring
female_sibling male_sibling
female_child male_child
girl boy
foe friend
follower leader
noncitizen citizen
good_egg bad_egg
good_guy bad_guy
good_person bad_person
granter withholder
hawk dove
heir_apparent heir_presumptive
heir_presumptive heir_apparent
husband wife
inferior superior
inpatient outpatient
introvert extrovert
king queen
male_monarch female_monarch
Lady Lord
noblewoman nobleman
layman clergyman
lay_witness expert_witness
lender borrower
liar square_shooter
liberal conservative
liberator captor
libertarian necessitarian
liveborn_infant stillborn_infant
Lord Lady
nobleman noblewoman
loser winner
loser winner
loser achiever
lumper splitter
male_aristocrat female_aristocrat
male_child female_child
boy girl
male_offspring female_offspring
male_sibling female_sibling
man woman
man woman
masochist sadist
member nonmember
nonmember member
mother father
female_parent male_parent
necessitarian libertarian
nephew niece
niece nephew
nondriver driver
nonpartisan partisan
nonresident resident
nonsmoker smoker
optimist pessimist
outpatient inpatient
parent child
partisan nonpartisan
pessimist optimist
plaintiff defendant
professional amateur
queen king
female_monarch male_monarch
eremite cenobite
cenobite eremite
generalist specialist
resident nonresident
romanticist classicist
sadist masochist
serviceman civilian
sister brother
sitter stander
smoker nonsmoker
son daughter
boy girl
special_agent general_agent
specialist generalist
splitter lumper
square_shooter liar
stander sitter
stillborn_infant liveborn_infant
unemotional_person emotional_person
stranger acquaintance
stranger acquaintance
superior inferior
technophile technophobe
technophobe technophile
thin_person fat_person
uncle aunt
general_agent special_agent
volunteer draftee
wife husband
winner loser
winner loser
withholder granter
woman man
woman man
alternating_current direct_current
attraction repulsion
repulsion attraction
centrifugal_force centripetal_force
centripetal_force centrifugal_force
positive_charge negative_charge
negative_charge positive_charge
direct_current alternating_current
opacity transparency
transparency opacity
acrocarp pleurocarp
pleurocarp acrocarp
Phanerogamae Cryptogamia
Cryptogamia Phanerogamae
mushroom toadstool
toadstool mushroom
cultivated_plant weed
weed cultivated_plant
evergreen_plant deciduous_plant
deciduous_plant evergreen_plant
gain loss
income outgo
easy_money tight_money
tight_money easy_money
paper_profit paper_loss
paper_loss paper_profit
winnings losings
outgo income
payment nonpayment
nonpayment payment
loss gain
losings winnings
secured_bond unsecured_bond
unsecured_bond secured_bond
cash_account margin_account
margin_account cash_account
active_trust passive_trust
passive_trust active_trust
credit cash
cash credit
credit debit
debit credit
accrual_basis cash_basis
cash_basis accrual_basis
listed_security unlisted_security
unlisted_security listed_security
activation inactivation
anabolism catabolism
anamorphism katamorphism
anastalsis peristalsis
anovulation ovulation
asynchronous_operation synchronous_operation
catabolism anabolism
cenogenesis palingenesis
decrease increase
decrement increment
deflation disinflation
deflation inflation
devolution evolution
demand supply
evolution devolution
disinflation deflation
disinflation inflation
development nondevelopment
inactivation activation
increase decrease
increment decrement
inflation deflation
inflation disinflation
inflationary_spiral deflationary_spiral
deflationary_spiral inflationary_spiral
inflow outflow
influx efflux
irreversible_process reversible_process
katamorphism anamorphism
narrowing widening
nondevelopment development
outflow inflow
efflux influx
ovulation anovulation
palingenesis cenogenesis
parallel_operation serial_operation
peristalsis anastalsis
proliferation non-proliferation
proliferation nonproliferation
reversible_process irreversible_process
serial_operation parallel_operation
sink source
source sink
supply demand
synchronous_operation asynchronous_operation
widening narrowing
deficit lead
lead deficit
aliquot aliquant
aliquant aliquot
minimum maximum
maximum minimum
connectedness unconnectedness
unconnectedness connectedness
relevance irrelevance
materiality immateriality
applicability inapplicability
relatedness unrelatedness
irrelevance relevance
inapplicability applicability
immateriality materiality
unrelatedness relatedness
transitivity intransitivity
intransitivity transitivity
active_voice passive_voice
passive_voice active_voice
affinity consanguinity
consanguinity affinity
windward leeward
leeward windward
synchronism asynchronism
synchronization desynchronization
synchronizing desynchronizing
asynchronism synchronism
desynchronization synchronization
desynchronizing synchronizing
former latter
latter former
positivity negativity
positiveness negativeness
negativity positivity
negativeness positiveness
convex_polygon concave_polygon
concave_polygon convex_polygon
curve straight_line
straight_line curve
oblique_triangle right_triangle
right_triangle oblique_triangle
parallelogram trapezium
trapezium parallelogram
reentrant_angle salient_angle
salient_angle reentrant_angle
right_angle oblique_angle
oblique_angle right_angle
proportion disproportion
disproportion proportion
utopia dystopia
dystopia utopia
acceptance rejection
disequilibrium equilibrium
equilibrium disequilibrium
exclusion inclusion
inclusion exclusion
rejection acceptance
stigmatism astigmatism
astigmatism stigmatism
high_status low_status
back_burner front_burner
front_burner back_burner
low_status high_status
being nonbeing
existence nonexistence
genuineness spuriousness
reality unreality
truth falsity
presence absence
hereness thereness
thereness hereness
allopatry sympatry
sympatry allopatry
nonbeing being
nonexistence existence
unreality reality
falsity truth
spuriousness genuineness
absence presence
endogamy exogamy
exogamy endogamy
employment unemployment
unemployment employment
order disorder
stability instability
peace war
agreement disagreement
disorder order
immunocompetence immunodeficiency
immunodeficiency immunocompetence
instability stability
war peace
hot_war cold_war
cold_war hot_war
disagreement agreement
light dark
dark light
happiness unhappiness
unhappiness happiness
innocence guilt
guilt innocence
balance imbalance
imbalance balance
motion motionlessness
motionlessness motion
action inaction
activity inactivity
activeness inactiveness
inaction action
inactivity activity
inactiveness activeness
drunkenness soberness
soberness drunkenness
wakefulness sleepiness
hypersomnia insomnia
insomnia hypersomnia
sleepiness wakefulness
estrus anestrus
anestrus estrus
hypercapnia hypocapnia
hypocapnia hypercapnia
hyperthermia hypothermia
hypothermia hyperthermia
impotence potence
impotency potency
infertility fertility
good_health ill_health
fertility infertility
potency impotency
potence impotence
ill_health good_health
functional_disorder organic_disorder
organic_disorder functional_disorder
illness wellness
unwellness wellness
hyperparathyroidism hypoparathyroidism
hypoparathyroidism hyperparathyroidism
hypertension hypotension
hypotension hypertension
hyperthyroidism hypothyroidism
hypothyroidism hyperthyroidism
hypervolemia hypovolemia
hypovolemia hypervolemia
hypercalcemia hypocalcemia
hypocalcemia hypercalcemia
hyperkalemia hypokalemia
hypokalemia hyperkalemia
hypernatremia hyponatremia
hyponatremia hypernatremia
hyperpigmentation hypopigmentation
hypopigmentation hyperpigmentation
hyperglycemia hypoglycemia
hypoglycemia hyperglycemia
mental_health mental_illness
sanity insanity
mental_illness mental_health
neurotic_depression psychotic_depression
psychotic_depression neurotic_depression
insanity sanity
depression elation
low_spirits high
elation depression
high low_spirits
separation union
discontinuity continuity
disconnectedness connectedness
incoherence coherence
union separation
connectedness disconnectedness
coherence incoherence
association disassociation
disassociation association
continuity discontinuity
improvement decline
decline improvement
maturity immaturity
ripeness greenness
immaturity maturity
greenness ripeness
prominence obscurity
obscurity prominence
honor dishonor
fame infamy
esteem disesteem
disesteem esteem
repute disrepute
fame infamy
infamy fame
dishonor honor
disrepute repute
infamy fame
comfort discomfort
discomfort comfort
well-being ill-being
wellness illness
wellness unwellness
ill-being well-being
fullness emptiness
solidity hollowness
emptiness fullness
hollowness solidity
perfection imperfection
completeness incompleteness
incompleteness completeness
imperfection perfection
valgus varus
varus valgus
good_fortune misfortune
good_luck bad_luck
strength weakness
weakness strength
success failure
misfortune good_fortune
bad_luck good_luck
failure success
solvency insolvency
insolvency solvency
possibility impossibility
impossibility possibility
purity impurity
impurity purity
wealth poverty
poverty wealth
sanitariness unsanitariness
unsanitariness sanitariness
cleanness dirtiness
orderliness disorderliness
order disorder
tidiness untidiness
dirtiness cleanness
disorderliness orderliness
disorder order
untidiness tidiness
normality abnormality
typicality atypicality
abnormality normality
atypicality typicality
biodegradable_pollution nonbiodegradable_pollution
nonbiodegradable_pollution biodegradable_pollution
anticyclone cyclone
cyclone anticyclone
good_weather bad_weather
bad_weather good_weather
unsusceptibility susceptibility
susceptibility unsusceptibility
wetness dryness
dryness wetness
safety danger
security insecurity
secureness insecureness
danger safety
insecurity security
insecureness secureness
tonicity atonicity
atonicity tonicity
fitness unfitness
soundness unsoundness
unfitness fitness
myopia hyperopia
hyperopia myopia
unsoundness soundness
homozygosity heterozygosity
heterozygosity homozygosity
hypertonia hypotonia
hypertonus hypotonus
hypertonicity hypotonicity
hypotonia hypertonia
hypotonus hypertonus
hypotonicity hypertonicity
hypertonicity hypotonicity
hypotonicity hypertonicity
leaded_gasoline unleaded_gasoline
activator inhibitor
catalyst anticatalyst
inhibitor activator
anticatalyst catalyst
conductor insulator
insulator conductor
exon intron
intron exon
high_explosive low_explosive
low_explosive high_explosive
hard_water soft_water
saltwater fresh_water
fresh_water saltwater
endotoxin exotoxin
exotoxin endotoxin
soft_water hard_water
unleaded_gasoline leaded_gasoline
downtime uptime
uptime downtime
work_time time_off
time_off work_time
past future
future past
workday rest_day
rest_day workday
birth death
death birth
majority minority
minority majority
day night
night day
sunrise sunset
sunset sunrise
summer_solstice winter_solstice
winter_solstice summer_solstice
vernal_equinox autumnal_equinox
autumnal_equinox vernal_equinox
regulation_time overtime
overtime regulation_time
high_season off-season
off-season high_season
rainy_season dry_season
dry_season rainy_season
top bottom
bottom top
beginning end
beginning middle
middle beginning
middle end
end beginning
end middle
acceleration deceleration
deceleration acceleration
